Tên sản phẩm,Ngành hàng,Loại edge case,Mô tả,
Kẹo ALP Hồng Trà Sữa (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo ALP Xoài muối ớt x2.9g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Alpenlibe mix vị gói 1kg (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Dẻo CC Panda 90g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Elvan Truffle Túi 400g (Túi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Cuộn Lotte Doraemon 56g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Xylitol Hỗn hợp 130.5g(Lọ),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Xylitol LimeMint 130.5g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Xylitol  Blueberry Mint 55.1g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Xylitol Hỗn hợp 55.1g (Lọ),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Gum Xylitol LimeMint 55.1g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo LOT100 Tổng hợp 150g (Túi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo LOT100 Xoài 225g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo LOT100 Tổng hợp 1kg (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo LOT100 Tổng hợp 225g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Lotte Xylitol hương Lime mint 11.6g (Vỉ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Mút CC Hỗn Hợp 558g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Mút CC Sắc Màu 539.4g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Ngậm MT Grape Disp 17.5g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Ngậm MT Peach Disp 17.5g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Nougat HT cửa sổ 260g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Nougat Đỏ 1kg (Túi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Oishi tăng lực 85g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Oishi 85g (Gói(Thập Cẩm)),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Skittles hũ 100g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Sôcôla Snickers 51g (Thanh),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Sôcôla Sữa M&M\'s 37g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Sôcôla Sữa M&M\'s Ống 28g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo Sôcôla đậu phộng M&M\'s 37g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo chuối Kim Thành 260gr (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo cứng Hamecy ổi 70g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo cứng Rosha hỗn hợp HS Vuông Vàng 150g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo dẻo cốt dừa 270g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo dẻo sữa chua Taiyo 350g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo gum MFA B.Hà Kh.Diệp 56g (Hũ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
"Kẹo gum trident vị trái cây nhiệt đới 50,4g (Hộp)",Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo lotte anytime hương chanh 60g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mít Kim Thành 260gr (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mút AL Dâu Kem 10g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mút AL QuảMọng 10g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mút AL SữaCaramen 10g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mềm AL 2chew Dâu 24.5g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo mềm AL 2chew Nho 24.5g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo ngậm bạc hà vị dưa hấu 40g (Lọ),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo ngậm bạc hà vị trái cây nhiệt đới 40g (Lọ),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo ngậm xí muội 40g (Lọ),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo nhai Doublemint hương Bạc Hà hũ 80g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo nhai MT Mê Ly 29.7g (Thỏi),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo sing-gum Cool Air Fresh Cube hương chanh hũ 40g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo sing-gum DM hương bạc hà hũ 131.4g (Lọ),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo sâm hàn quốc 200g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo sô cô la sữa PIPPO tam giác 235g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo thạch SUSO tam giác 330g (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo thạch Zai Zai 320g (Cái),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo thạch Zai Zai Plus trà sữa trân châu 320g (Cái),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo thảo mộc Swiss Herb hiệu Ricola 100g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
LC - Lạp xưởng tươi HV Đài Loan 700g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
LOF Trà Cascara vị độc đáo 1 450ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
LOF Trà Manuka vị chanh 430ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
LOF Trà Manuka vị nguyên bản 430ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
LOF Trà Manuka vị đào 430ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Lovenose xịt thơm phòng hương hoa hồng 320ml (Lọ),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Lá Kim tẩm ô liu O\'Food 5g (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Lương khô nén gói 500g (Gói),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Lạc tẩm vị 130g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Lạp xưởng nướng đá 700g (700g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
"Lọ tỏa hương thơm phòng Lovenose, hương hoa hồng 180ml (Lọ)",Văn phòng phẩm,Standard,"Standard - weight đơn giản 500g, 200ml...",
MAGGI Dau Hao Giam Gia KM 150g (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
MERINO kem sầu riêng que 100g (Que),Kem,Standard,"Standard - weight đơn giản 500g, 200ml...",
MT Peppermint 17.5g (Cái),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Matcha cốc 500ml (Cốc),Sản phẩm từ sữa khác,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mentos Cau Dua Du Xoai 224g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mentos Yoghurt 221.4g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Minute Maid Splash nước cam ép 320ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến dong Lào 500g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến dong Lào gói 200g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến dong Phia đén Nguyên Bình 300g (Túi),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến làng so Đặc Biệt 500g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến măng vịt gói 58g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Miến sườn heo gói 58g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mr Win Cafe Tết Mix vị 165g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Muối hạt Hanufood 950g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Muối tinh 500g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Muối tôm Tây Ninh 60g (chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Muối tôm Tây Ninh DH Foods 60g (Lọ),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Muối ớt 100g (Lọ),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
MÌ TÔ ĂN LIỀN KIM CHI 105g (Tô),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Kokomi Bò hầm rau thơm MB 75g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Kokomi Tôm chua cay 65g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Kokomi Đại 90 Tôm chua cay MB 90g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Kokomi Đại 90 hộp Tôm chua cay thường ngày 90g (Ly),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Koreno bò cay 100g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Omachi cua xốt ớt 126g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Omachi quán xá Châu Á Bangkok 96g (Hộp),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Omachi trộn cua xốt ớt 96g (Tô),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Omachi trộn xốt Spaghetti 105g (Bát),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì Spaghetti Olivoila N.5 500g (Hộp),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì chính Miwon 1kg (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì chũ Minh Long 1kg (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì chũ Minh Long 700g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 96g (Tô),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 70g (Ly),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 80g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi hương vị lẩu tôm càng 80g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti 90g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi trộn hương vị thịt xiên nướng 90g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 93g (Tô),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 69g (Ly),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 81g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì kokomi  hương vị canh chua hải sản 75g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì kokomi hương vị tôm chưa cây chanh ớt 75g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì thố Cung Đình Thịt hầm nấm 79g (Bát),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì trộn tương đen Koreno Chajang 78g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mít sấy 100g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mít sấy 200g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mít sấy Minh Văn 500g (Gói),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mật ong bổ phế 100ml (Lọ),Thức uống dinh dưỡng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mật ong cao cấp 250ml (Lọ),Thức uống dinh dưỡng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mật ong con gấu đặt biệt 235ml (Lọ),Thức uống dinh dưỡng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mật ong nghệ phấn hoa 140g (Lọ),"Rau, củ",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mật ong sữa chúa 375ml (Lọ),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mắm cao đạm 650ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mộc Nhĩ Thái Chỉ Cao Bằng 100g (Túi),"Rau, củ",Standard,"Standard - weight đơn giản 500g, 200ml...",
Mực xoắn ống 500g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mỳ Xốt kem ý Mỳ Xào Gà Cay Carbonara 130g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mỳ gạo Chũ Minh Long gói 400g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
NC ăn kiêng uống liền 180ml (Hộp),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
NLS SUTIKI Hương chiết xuất lyly 950g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nem chua rán 450g (450g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nem chua sụn 150g (150g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nem thịt đặc biệt CP hộp 500g (Hộp),"Thực phẩm sơ chế, tẩm ướp",Standard,"Standard - weight đơn giản 500g, 200ml...",
Neptune gạo thơm dẻo đặc biệt ST25 Plus 5kg (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Neptune gạo thơm đặc sản ST25 5kg (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngô bò 200g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngô nếp sấy 200g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngô phô mai gói 465g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngô tẩm bột 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngũ cốc dinh dưỡng 500g (Túi),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ngũ cốc ăn kiêng 530g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nho khô Queen Raisin (Hg Chữ Nhật)_XANH DƯƠNG 90g (Hộp),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nho khô Queen Raisin (Hg Chữ Nhật)_Vàng 90g (Hộp),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nho khô Queen Raisin (Hg Chữ Nhật)_Đỏ 90g (Hộp),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nho xanh 300g (Gói),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nho xanh 400g (Lọ),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Alkaline Ocany 1500ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Alkaline Ocany 350ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Alkaline Ocany 500ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Cam Có Tép Teppy 327 390ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Hồng Sâm Trẻ Em HQ Vị Cam 100ml (Túi),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Hồng Sâm Trẻ Em HQ Vị Táo 100ml (Túi),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Hồng Sâm Trẻ Em HQ Vị Việt Quất 100ml (Túi),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước I - on Mira 360ml (Chai),"Nước suối, nước tinh khiết",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Mira pH9 550ml (Chai),"Nước suối, nước tinh khiết",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Soda Welch\'S zero vị cam 355ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Welch\'S zero hương nho tím 355ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước chấm Nam Ngư Đệ Nhị 800ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước dùng hoàn chỉnh Barona-Lẩu chua cay 180g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước dừa lon Vietcoco vị nguyên bản 240ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước dừa tươi đóng hộp 330ml (Hộp),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước dừa tự nhiên 325ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước giặt Omo cửa trước Hương Oải Hương thư Thái 1.8kg (Túi),Giặt giũ và chăm sóc quần áo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước mắm 30 độ 500ml (Cái),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước mắm CHIN-SU Cá Hồi đậm đặc 500ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước mắm Nam Ngư  900ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",xxx
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",xxx
Nước mắm Nam Ngư cao cấp 500ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước mắm chay Cholimex 245ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước rửa ly tách LiponF 750ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước tăng lực Rockstar LON 250ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước tăng lực vị cà phê Wake up 247 330ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước tương CHIN-SU Tỏi ớt 330ml (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước uống bổ sung ion Pocari Sweat chai 350ml (Chai),"Nước suối, nước tinh khiết",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước xốt mè rang Kewpie_chai 210ml (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước yến hộp Khánh hóa foodnest 190ml (Hộp),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước yến ngân nhĩ Wonderfarm 240ml (Lon),Thức uống dinh dưỡng,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước yến sào đường phèn lon 190ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nấm hương khô Cao Bằng 100g (Túi),"Rau, củ",Standard,"Standard - weight đơn giản 500g, 200ml...",
OATTA Drink sữa yến mạch nguyên chất ít đường 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
OREO banh que vani 54g (Cái),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
PC Bánh mứt trái cây dâu gói 450g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Phô mai que 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Phở bò 65g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
Phở gà 65g (Gói),"Nui, mì, bún khô",Standard,"Standard - weight đơn giản 500g, 200ml...",
Pinattsu Snack đậu phộng nhân Socola vị Hazelnut 85g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Pinattsu Snack đậu phộng nhân vị khoai môn 85g (Cái),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Pororo hương dâu 235ml (Chai),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Quả táo đỏ khô 486g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Quẩy sâu Hữu Gia gói 300g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Rong Biển Cuộn Cơm Kwook 10 Lá 24g (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Rong biển giòn trộn gia vị 40g (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Rượu Vang Ocean Men 700ml (Chai),Rượu,Standard,"Standard - weight đơn giản 500g, 200ml...",
Rượu vang Style Ocean Xanh 750ml (Chai),Rượu,Standard,"Standard - weight đơn giản 500g, 200ml...",
Rượu vang Thiên Nga Đỏ 750ml (Chai),Rượu,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA Có Đường TH True Yogurt 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA Nha Đam TH True Yogurt 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA Tự Nhiên TH True Yogurt 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA VNM Trái cây 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA VNM có đường 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA VNM không đường 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA VNM nha đam 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA VNM ít đường 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCA Ít Đường TH true YOGURT 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCAMS Trái cây TH True Yogurt 100g (Hộp),Sữa chua,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCU TT hương táo nho Vinamilk Susu Chai 80ml (Lọ),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCUTT Hương Cam TH True Yogurt 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCUTT Hương Dâu TH True Yogurt 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCUTT Topkid Cam 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCUTT Topkid Dâu 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SCUTT Việt quất TH True Yogurt 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
ST TT có đường TH 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STC Nho Mistori 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Chocolate TH True Milk 180ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Có đường TH True Milk 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Giảm béo Chuối VNM 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Nguyên chất TH True Milk 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT RIĐ Vinamilk Green Farm 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Vị TN TH True MILK HILO 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT có đường Vinamilk 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Ít đường TH True Milk 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
STTT Ít đường TH True Milk 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
