original_name,clean_name,weight,unit,packaging_type
Xốt Mayonnaise Base Type - Kewpie Xô 3kg (Xô),Xốt Mayonnaise Base Type - Kewpie Xô,3.0,kg,Xô
Xốt bò kho gói 90g (Cái),Xốt bò kho gói,90.0,g,Cái
Xốt chấm thịt nướng 270g (Chai),Xốt chấm thịt nướng,270.0,g,Chai
Xốt gia vị hoàn chỉnh - thịt nướng ngũ vị Barona 80g (Cái),Xốt gia vị hoàn chỉnh - thịt nướng ngũ vị Barona,80.0,g,Cái
Xốt gia vị hoàn chỉnh Barona - thịt nướng Hàn Quốc 80g (Cái),Xốt gia vị hoàn chỉnh Barona - thịt nướng Hàn Quốc,80.0,g,Cái
Xốt gia vị hoàn chỉnh Barona - cá/thịt kho 80g (Cái),Xốt gia vị hoàn chỉnh Barona - cá/thịt kho,80.0,g,Cái
Xốt gia vị hoàn chỉnh Barona - thịt nướng sả 80g (Cái),Xốt gia vị hoàn chỉnh Barona - thịt nướng sả,80.0,g,Cái
Xốt gà chiên nước mắm 90g (Cái),Xốt gà chiên nước mắm,90.0,g,Cái
Xốt mayonnaise vị nguyên bản Aji-mayo 130g (Tuýp),Xốt mayonnaise vị nguyên bản Aji-mayo,130.0,g,Tuýp
Xốt muối ớt CHIN-SU đỏ 200g (Chai),Xốt muối ớt CHIN-SU đỏ,200.0,g,Chai
Xốt mì ý bò bằm 140g (Cái),Xốt mì ý bò bằm,140.0,g,Cái
Xốt tiêu đen 190g (Cái),Xốt tiêu đen,190.0,g,Cái
Xốt tuýp Mayonnaise 260g (Tuýp),Xốt tuýp Mayonnaise,260.0,g,Tuýp
Yến Mạch Hộp Otta 400g (Hộp),Yến Mạch Hộp Otta,400.0,g,Hộp
Yến mạch Hafer Flocken 500g (Gói),Yến mạch Hafer Flocken,500.0,g,Gói
Chin-su cá cơm biển đông 720ml (Chai),Chin-su cá cơm biển đông,720.0,ml,Chai
Cà phê sữa Birdy 170ml (Lon),Cà phê sữa Birdy,170.0,ml,Lon
Kẹo lotte antime mận đào 60g (Gói),Kẹo lotte antime mận đào,60.0,g,Gói
Mì goreng rasa lga penyet vị sườn 80g (Gói),Mì goreng rasa lga penyet vị sườn,80.0,g,Gói
Mỳ hàn quốc cheese 140g (Gói),Mỳ hàn quốc cheese,140.0,g,Gói
Nam ngư 500ml (Chai),Nam ngư,500.0,ml,Chai
Nước Pororo hương táo 235ml (Chai),Nước Pororo hương táo,235.0,ml,Chai
Nước khoáng thiên nhiên Quang Hanh 500ml (Chai),Nước khoáng thiên nhiên Quang Hanh,500.0,ml,Chai
Nước pororo bị sữa 235ml (Chai),Nước pororo bị sữa,235.0,ml,Chai
Sáp thơm oải hương 180g (Cái),Sáp thơm oải hương,180.0,g,Cái
Óc chó đỏ 450g (Hộp),Óc chó đỏ,450.0,g,Hộp
Ô mai mơ dẻo xào gừng 200g (Hộp),Ô mai mơ dẻo xào gừng,200.0,g,Hộp
Ô mai mận dẻo chua ngọt 200g (Hộp),Ô mai mận dẻo chua ngọt,200.0,g,Hộp
Ô mai mận dẻo tách hạt 200g (Hộp),Ô mai mận dẻo tách hạt,200.0,g,Hộp
Ô mai quả ô liu 200g (Hộp),Ô mai quả ô liu,200.0,g,Hộp
ĐH Kẹo thạch zai zai 1kg(Gói),ĐH Kẹo thạch zai zai,1.0,kg,Gói
Đường Phèn Hạt Tân Dương 500g(Gói),Đường Phèn Hạt Tân Dương,500.0,g,Gói
Đường kính trắng xuất khẩu 500g (Gói),Đường kính trắng xuất khẩu,500.0,g,Gói
Đường trắng xuất khẩu gói 1kg (Gói),Đường trắng xuất khẩu gói,1.0,kg,Gói
Đậu hũ cá phô mai - Cheese Fish Tofu 500g (Gói),Đậu hũ cá phô mai - Cheese Fish Tofu,500.0,g,Gói
Đồ uống Coke 300ml (Chai),Đồ uống Coke,300.0,ml,Chai
Đồ uống Coke Zero 320ml (Lon),Đồ uống Coke Zero,320.0,ml,Lon
Đỗ xanh tách vỏ CB 200g (Túi),Đỗ xanh tách vỏ CB,200.0,g,Túi
Đỗ xanh tách vỏ CB 500g (Túi),Đỗ xanh tách vỏ CB,500.0,g,Túi
Đường vàng minh phúc xuất khẩu bao 1kg (Gói),Đường vàng minh phúc xuất khẩu bao,1.0,kg,Gói
